2013/01/11 14:15:31	WEBSITE	WEBSITE_VISITED	0	blocket.se
2013/01/11 14:15:34	UPLINK	GET_WITH_FILE	90	39545
2013/01/11 14:15:37	UPLINK	GET_WITH_FILE	385	336145
2013/01/11 14:15:41	UPLINK	GET_WITH_FILE	101	81208
2013/01/11 14:15:44	UPLINK	GET_WITH_FILE	67	45719
2013/01/11 14:15:47	UPLINK	GET_WITH_FILE	111	82262
2013/01/11 14:15:50	UPLINK	GET_WITH_FILE	169	195860
2013/01/11 14:15:53	UPLINK	GET_WITH_FILE	81	47092
2013/01/11 14:15:56	UPLINK	GET_WITH_FILE	600	706527
2013/01/11 14:16:00	UPLINK	GET_WITH_FILE	121	7756
2013/01/11 14:16:03	UPLINK	GET_WITH_FILE	49	11423
2013/01/11 14:16:06	UPLINK	GET_WITH_FILE	135	56400
2013/01/11 14:16:09	UPLINK	GET_WITH_FILE	46	15914
2013/01/11 14:16:12	UPLINK	GET_WITH_FILE	126	96167
2013/01/11 14:16:17	UPLINK	GET_WITH_FILE	34	43
2013/01/11 14:16:20	UPLINK	GET_WITH_FILE	44	2131
2013/01/11 14:16:23	UPLINK	GET_WITH_FILE	42	536
2013/01/11 14:16:26	UPLINK	GET_WITH_FILE	41	43
2013/01/11 14:16:29	UPLINK	GET_WITH_FILE	55	3035
2013/01/11 14:16:33	UPLINK	GET_WITH_FILE	28	274
2013/01/11 14:16:36	UPLINK	GET_WITH_FILE	48	5445
2013/01/11 14:16:39	UPLINK	GET_WITH_FILE	28	274
2013/01/11 14:16:42	UPLINK	GET_WITH_FILE	56	173
2013/01/11 14:16:46	UPLINK	GET_WITH_FILE	222	43
2013/01/11 14:16:49	UPLINK	GET_WITH_FILE	40	274
2013/01/11 14:16:52	UPLINK	GET_WITH_FILE	55	896
2013/01/11 14:16:56	UPLINK	GET_WITH_FILE	55	174
2013/01/11 14:16:59	UPLINK	GET_WITH_FILE	46	9427
2013/01/11 14:17:02	UPLINK	GET_WITH_FILE	43	43
2013/01/11 14:17:06	UPLINK	GET_WITH_FILE	117	5140
2013/01/11 14:17:09	UPLINK	GET_WITH_FILE	39	1369
2013/01/11 14:17:12	UPLINK	GET_WITH_FILE	85	1907
2013/01/11 14:17:15	UPLINK	GET_WITH_FILE	87	5189
2013/01/11 14:17:18	UPLINK	GET_WITH_FILE	24	5634
2013/01/11 14:17:21	UPLINK	GET_WITH_FILE	492	43
2013/01/11 14:17:25	UPLINK	GET_WITH_FILE	101	748
2013/01/11 14:17:25	WEBSITE	WEBSITE_VISITED	0	expressen.se
2013/01/11 14:17:28	UPLINK	GET_WITH_FILE	274	518453
2013/01/11 14:17:32	UPLINK	GET_WITH_FILE	43	304
2013/01/11 14:17:35	UPLINK	GET_WITH_FILE	42	96320
2013/01/11 14:17:38	UPLINK	GET_WITH_FILE	42	3685
2013/01/11 14:17:41	UPLINK	GET_WITH_FILE	87	76861
2013/01/11 14:17:44	UPLINK	GET_WITH_FILE	212	371198
2013/01/11 14:17:48	UPLINK	GET_WITH_FILE	51	1862
2013/01/11 14:17:51	UPLINK	GET_WITH_FILE	48	4398
2013/01/11 14:17:54	UPLINK	GET_WITH_FILE	123	10005
2013/01/11 14:17:57	UPLINK	GET_WITH_FILE	586
2013/01/11 14:18:01	UPLINK	GET_WITH_FILE	53	24726
2013/01/11 14:18:04	UPLINK	GET_WITH_FILE	81	4398
2013/01/11 14:18:04	WEBSITE	WEBSITE_VISITED	0	aftonbladet.se
2013/01/11 14:18:07	UPLINK	GET_WITH_FILE	126	227841
2013/01/11 14:18:10	UPLINK	GET_WITH_FILE	59	79290
2013/01/11 14:18:13	UPLINK	GET_WITH_FILE	80	125959
2013/01/11 14:18:16	UPLINK	GET_WITH_FILE	47
2013/01/11 14:18:20	UPLINK	GET_WITH_FILE	58	20690
2013/01/11 14:18:20	UPLINK	GET_WITH_FILE	86	70551
2013/01/11 14:18:21	UPLINK	GET_WITH_FILE	57	25956
2013/01/11 14:18:24	UPLINK	GET_WITH_FILE	45	37362
2013/01/11 14:18:27	UPLINK	GET_WITH_FILE	37	4864
2013/01/11 14:18:30	UPLINK	GET_WITH_FILE	40	16226
2013/01/11 14:18:33	UPLINK	GET_WITH_FILE	34	4994
2013/01/11 14:18:36	UPLINK	GET_WITH_FILE	92	6755
2013/01/11 14:18:39	UPLINK	GET_WITH_FILE	42	1863
2013/01/11 14:18:42	UPLINK	GET_WITH_FILE	411	81205
2013/01/11 14:18:46	UPLINK	GET_WITH_FILE	22	42
2013/01/11 14:18:49	UPLINK	GET_WITH_FILE	389	68776
2013/01/11 14:18:52	UPLINK	GET_WITH_FILE	165	66057
2013/01/11 14:18:56	UPLINK	GET_WITH_FILE	48	3300
2013/01/11 14:18:59	UPLINK	GET_WITH_FILE	30	3902
2013/01/11 14:19:02	UPLINK	GET_WITH_FILE	24	3990
2013/01/11 14:19:05	UPLINK	GET_WITH_FILE	23	1935
2013/01/11 14:19:08	UPLINK	GET_WITH_FILE	51	22043
2013/01/11 14:19:11	UPLINK	GET_WITH_FILE	20	3144
2013/01/11 14:19:14	UPLINK	GET_WITH_FILE	18	3882
2013/01/11 14:19:17	UPLINK	GET_WITH_FILE	39	2178
2013/01/11 14:19:20	UPLINK	GET_WITH_FILE	45	3225
2013/01/11 14:19:23	UPLINK	GET_WITH_FILE	81	2945
2013/01/11 14:19:26	UPLINK	GET_WITH_FILE	34	3179
2013/01/11 14:19:29	UPLINK	GET_WITH_FILE	58	3718
2013/01/11 14:19:33	UPLINK	GET_WITH_FILE	18	3272
2013/01/11 14:19:36	UPLINK	GET_WITH_FILE	39	3958
2013/01/11 14:19:39	UPLINK	GET_WITH_FILE	18	3823
2013/01/11 14:19:42	UPLINK	GET_WITH_FILE	24	11294
2013/01/11 14:19:45	UPLINK	GET_WITH_FILE	22	3069
2013/01/11 14:19:48	UPLINK	GET_WITH_FILE	16	4050
2013/01/11 14:19:51	UPLINK	GET_WITH_FILE	23	2885
2013/01/11 14:19:54	UPLINK	GET_WITH_FILE	17	4086
2013/01/11 14:19:57	UPLINK	GET_WITH_FILE	23	3525
2013/01/11 14:20:00	UPLINK	GET_WITH_FILE	10	3776
2013/01/11 14:20:03	UPLINK	GET_WITH_FILE	23	11549
2013/01/11 14:20:06	UPLINK	GET_WITH_FILE	20	4387
2013/01/11 14:20:09	UPLINK	GET_WITH_FILE	21	4023
2013/01/11 14:20:12	UPLINK	GET_WITH_FILE	33	13269
2013/01/11 14:20:15	UPLINK	GET_WITH_FILE	18	4565
2013/01/11 14:20:18	UPLINK	GET_WITH_FILE	21	4375
2013/01/11 14:20:21	UPLINK	GET_WITH_FILE	23	2796
2013/01/11 14:20:24	UPLINK	GET_WITH_FILE	33	3504
2013/01/11 14:20:28	UPLINK	GET_WITH_FILE	18	2377
2013/01/11 14:20:31	UPLINK	GET_WITH_FILE	16	3136
2013/01/11 14:20:34	UPLINK	GET_WITH_FILE	18	4403
